time_s,radius_cm,temperature_C,moisture_kg_per_kg,A_T,A_C,log_D_ratio,D_m2_per_s
10,1,28.000000000002583,2.5500000000000003,1.08528637465799e-13,4.9960036108132046e-17,1.0857859750190713e-13,5.641680373026281e-9
10,2,28.00406750075359,2.456498860452508,0.0001726699529944458,-0.0067169585796496905,-0.006544288626655245,5.604880135352759e-9
11,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
11,1,28.000000000011216,2.550000000000001,4.758563335038879e-13,9.992007221626409e-17,4.759562535761041e-13,5.641680373028354e-9
11,2,28.004686869941537,2.451990349146502,0.0001989624580599897,-0.007053788260167082,-0.006854825802107093,5.6031398819274574e-9
12,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
12,1,28.000000000040753,2.5500000000000003,1.7297795140702732e-12,4.9960036108132046e-17,1.7298294741063814e-12,5.641680373035427e-9
12,2,28.005334281625867,2.447694097524148,0.00022644526430596213,-0.007375914665201758,-0.007149469400895796,5.601489195822119e-9
13,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
13,1,28.000000000127446,2.5499999999999994,5.409735159833673e-12,-2.4980018054066023e-17,5.409710179815619e-12,5.641680373056188e-9
13,2,28.0060084848127,2.443583780734127,0.0002550652516928329,-0.007685160197774233,-0.0074300949460814,5.5999174954026475e-9
14,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
14,1,28.000000000351353,2.5499999999999994,1.4915174130492037e-11,-2.4980018054066023e-17,1.4915149150473982e-11,5.641680373109815e-9
14,2,28.006708376076983,2.4396381034774954,0.0002847755647729334,-0.007982999105616574,-0.00769822354084364,5.5984161986731066e-9
15,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
15,1,28.000000000870838,2.5499999999999994,3.696819326354239e-11,-2.4980018054066023e-17,3.696816828352434e-11,5.641680373234231e-9
15,2,28.00743297266529,2.4358395493373566,0.00031553447085899255,-0.008270644052529405,-0.007955109581670412,5.596978228406081e-9
16,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
16,1,28.000000001972126,2.55,8.372066061246297e-11,0,8.372066061246297e-11,5.6416803734979935e-9
16,2,28.008181392000658,2.432173503682756,0.00034730448996006785,-0.0085491068311218,-0.008201802341161732,5.5955976646966404e-9
17,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
17,1,28.0000000041348,2.5499999999999994,1.755292092231464e-10,-2.4980018054066023e-17,1.7552918424312835e-10,5.6416803740159475e-9
17,2,28.008952835753888,2.4286276221771335,0.0003800517185913654,-0.008819242074961198,-0.008439190356369832,5.594269494525192e-9
18,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
18,1,28.000000008112867,2.5499999999999994,3.4440477813396653e-10,-2.4980018054066023e-17,3.4440475315394846e-10,5.64168037496869e-9
18,2,28.009746577250723,2.425191365717049,0.00041374529517552907,-0.009081779450523464,-0.008668034155347934,5.592989427114888e-9
19,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
19,1,28.000000015029517,2.5499999999999994,6.380281719620129e-10,-2.4980018054066023e-17,6.380281469819949e-10,5.6416803766252184e-9
19,2,28.01056195136641,2.4218556511338125,0.0004483569710589906,-0.009337347836093371,-0.00888899086503438,5.591753755093801e-9
20,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
20,1,28.000000026482528,2.55,1.1242297891234099e-9,0,1.1242297891234099e-9,5.641680379368214e-9
20,2,28.011398346310013,2.4186125842713087,0.000483860761730983,-0.009586493798610101,-0.009102633036879118,5.590559248280201e-9
21,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
21,1,28.000000044656783,2.5499999999999994,1.895754863853738e-9,-2.4980018054066023e-17,1.89575483887372e-9,5.641680383720912e-9
21,2,28.012255196866352,2.4154552528699997,0.0005202326599389401,-0.009829695930731385,-0.009309463270792444,5.589403071173484e-9
22,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
22,1,28.000000072439963,2.5499999999999994,3.0751990147057096e-9,-2.4980018054066023e-17,3.0751989897256913e-9,5.641680390374958e-9
22,2,28.01313197877947,2.4123775636509395,0.0005574503972477409,-0.010067376128360936,-0.009509925731113195,5.588282717980243e-9
23,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
23,1,28.000000113537467,2.549999999999999,4.819856970136871e-9,-4.9960036108132046e-17,4.8198569201768345e-9,5.641680400217761e-9
23,2,28.01402820404069,2.4093741125897887,0.0005954932440180912,-0.010299908570743116,-0.009704415326725025,5.587195960819165e-9
24,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
24,1,28.000000172583043,2.55,7.326442729403693e-9,0,7.326442729403693e-9,5.641680414359117e-9
24,2,28.014943416902486,2.4064400804724646,0.0006343418401819935,-0.01052762695053753,-0.009893285110355537,5.586140807973325e-9
25,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
25,1,28.000000255242174,2.549999999999999,1.0835462431815768e-8,-4.9960036108132046e-17,1.0835462381855731e-8,5.641680434155885e-9
25,2,28.01587719048013,2.4035711479591058,0.0006739780509781336,-0.010750830353499916,-0.010076852302521783,5.585115469902255e-9
26,0,28.000000000000043,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
26,1,28.000000368305752,2.5499999999999994,1.563520153190917e-8,-2.4980018054066023e-17,1.5635201506929153e-8,5.6416804612344784e-9
26,2,28.01682912383412,2.400763425879354,0.0007143848430939907,-0.010969788083823418,-0.010255403240729427,5.58411833131777e-9
27,0,28.000000000000057,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
27,1,28.000000519772385,2.55,2.2065216082230166e-8,0,2.2065216082230166e-8,5.641680497510566e-9
27,2,28.01779883944975,2.398013397547908,0.0007555461776732973,-0.01118474365740843,-0.010429197479735133,5.583147928049552e-9
28,0,28.000000000000053,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
28,1,28.000000718917835,2.55,3.051927803358889e-8,0,3.051927803358889e-8,5.641680545205683e-9
28,2,28.018785981046438,2.395317870659917,0.0007974469173069971,-0.011395918131989672,-0.010598471214682676,5.582202927731129e-9
29,0,28.000000000000053,2.549999999999999,3.3393426912553537e-15,-4.9960036108132046e-17,3.2893826551472217e-15,5.641680373025687e-9
29,1,28.00000097635153,2.5499999999999994,4.1447774552783034e-8,-2.4980018054066023e-17,4.1447774527803014e-8,5.641680606860769e-9
29,2,28.01979021166359,2.3926739368906165,0.0008400727447836981,-0.011603512903950312,-0.010763440159166613,5.581282113561205e-9
30,0,28.000000000000163,2.5499999999999985,8.348356728138384e-15,-7.494005416219807e-17,8.273416673976186e-15,5.641680373025715e-9
30,1,28.00000130405939,2.549999999999999,5.535952462502186e-8,-4.9960036108132046e-17,5.5359524575061826e-8,5.64168068534642e-9
30,2,28.02081121197954,2.3900789377427505,0.0008834100917245796,-0.011807712072640914,-0.010924301980916335,5.5803843705609425e-9
31,0,28.000000000000323,2.5499999999999985,1.502704211064909e-14,-7.494005416219807e-17,1.4952102056486892e-14,5.641680373025752e-9
31,1,28.000001715433815,2.549999999999999,7.282306637053371e-8,-4.9960036108132046e-17,7.282306632057367e-8,5.641680783870147e-9
31,2,28.021848678828505,2.387530435499923,0.0009274460756200859,-0.012008684451244337,-0.01108123837562425,5.57950867387288e-9
32,0,28.000000000000558,2.5499999999999985,2.5045070184415152e-14,-7.494005416219807e-17,2.4970130130252953e-14,5.641680373025809e-9
32,1,28.000002225290768,2.549999999999998,9.446735496718844e-8,-1.249000902703301e-16,9.446735484228835e-8,5.641680905980315e-9
32,2,28.022902323886235,2.385026188382796,0.0009721684440361887,-0.012206585286699559,-0.01123441684266337,5.578654078741842e-9
33,0,28.0000000000011,2.549999999999999,4.675079767757495e-14,-4.9960036108132046e-17,4.670083764146682e-14,5.6416803730259314e-9
33,1,28.000002849875333,2.549999999999999,1.209820264585701e-7,-4.9960036108132046e-17,1.2098202640861005e-7,5.641681055567634e-9
33,2,28.023971872500585,2.382564129187926,0.001017565524970049,-0.012401557738538736,-0.011383992213568686,5.5778197118907825e-9
34,0,28.000000000002128,2.549999999999999,9.016225266389455e-14,-4.9960036108132046e-17,9.011229262778641e-14,5.641680373026177e-9
34,1,28.000003606856286,2.549999999999999,1.5311714730327497e-7,-4.9960036108132046e-17,1.5311714725331493e-7,5.6416812368637385e-9
34,2,28.025057062647512,2.380142346830538,0.0010636261825336,-0.01259373415669735,-0.011530107974163751,5.577004764060928e-9
35,0,28.000000000003926,2.549999999999999,1.6696713456276768e-13,-4.9960036108132046e-17,1.6691717452665955e-13,5.6416803730266105e-9
35,1,28.000004515310653,2.549999999999998,1.916825698817723e-7,-1.249000902703301e-16,1.916825697568722e-7,5.641681454437563e-9
35,2,28.02615764399478,2.3777590703228126,0.0011103397771903244,-0.012783237190722,-0.011672897413531676,5.576208483528894e-9
36,0,28.00000000000701,2.5499999999999994,2.972014995217265e-13,-2.4980018054066023e-17,2.971765195036724e-13,5.641680373027344e-9
36,1,28.00000559569974,2.5499999999999985,2.3754691232721198e-7,-7.494005416219807e-17,2.3754691225227193e-7,5.641681713189581e-9
36,2,28.02727337706042,2.375412654806066,0.0011576961300476625,-0.012970180756794519,-0.011812484626746857,5.575430170448912e-9
37,0,28.00000000001213,2.55,5.142587744533245e-13,0,5.142587744533245e-13,5.641680373028569e-9
37,1,28.000006869837353,2.549999999999998,2.916362060916347e-7,-1.249000902703301e-16,2.916362059667346e-7,5.6416820183441674e-9
37,2,28.02840403245352,2.373101569323897,0.001205685490625677,-0.01315467088423281,-0.011948985393607134,5.574669171894695e-9
38,0,28.000000000020474,2.549999999999999,8.68229099726392e-13,-4.9960036108132046e-17,8.681791396902838e-13,5.641680373030566e-9
38,1,28.000008360851336,2.549999999999998,3.549322680164099e-7,-1.249000902703301e-16,3.5493226789150983e-7,5.641682375440433e-9
38,2,28.029549390187285,2.3708243860782146,0.0012542985076762067,-0.013336806459335224,-0.012082507951659018,5.573924877497722e-9
39,0,28.00000000003371,2.5499999999999994,1.430908343202919e-12,-2.4980018054066023e-17,1.430883363184865e-12,5.641680373033741e-9
39,1,28.000010093139593,2.549999999999998,4.2847083030032873e-7,-1.249000902703301e-16,4.2847083017542864e-7,5.64168279032166e-9
39,2,28.03070923905589,2.3685797709540894,0.0013035262027536387,-0.013516679881386232,-0.012213153678632592,5.573196715596662e-9
40,0,28.00000000005427,2.5499999999999994,2.304146456966194e-12,-2.4980018054066023e-17,2.30412147694814e-12,5.6416803730386675e-9
40,1,28.00001209232154,2.549999999999998,5.133394767858207e-7,-1.249000902703301e-16,5.133394766609206e-7,5.6416832691236615e-9
40,2,28.031883376067437,2.366366475134961,0.0013533599461198814,-0.013694377643177913,-0.012341017697058032,5.572484149825862e-9
41,0,28.0000000000856,2.549999999999999,3.6348745194314525e-12,-4.9960036108132046e-17,3.6348245593953442e-12,5.641680373046175e-9
41,1,28.000014385185597,2.549999999999997,6.106754239657355e-7,-1.7486012637846215e-16,6.106754237908754e-7,5.641683818262273e-9
41,2,28.03307160592712,2.364183327658659,0.0014037914348299279,-0.013869980846398932,-0.012466189411569004,5.571786676083646e-9
42,0,28.000000000132406,2.5499999999999985,5.62011374938276e-12,-7.494005416219807e-17,5.620038809328598e-12,5.641680373057374e-9
42,1,28.000016999634013,2.549999999999997,7.216631700860884e-7,-1.7486012637846215e-16,7.216631699112283e-7,5.641684444420079e-9
42,2,28.034273740564746,2.362029228788344,0.0014548126726407007,-0.014043565660607327,-0.012588752987966627,5.571103819829208e-9
43,0,28.0000000002013,2.5499999999999985,8.54537794692245e-12,-7.494005416219807e-17,8.545303006868287e-12,5.641680373073879e-9
43,1,28.000019964625405,2.5499999999999967,8.475320524168814e-7,-1.9984014443252818e-16,8.475320522170412e-7,5.6416851545326395e-9
43,2,28.035489598701606,2.359903144091944,0.0015064159516530156,-0.0142152037331527,-0.012708787781499684,5.570435133666049e-9
44,0,28.00000000030097,2.5499999999999994,1.277799480808861e-11,-2.4980018054066023e-17,1.2777969828070556e-11,5.641680373097758e-9
44,1,28.000023310115814,2.549999999999997,9.89553757772127e-7,-1.7486012637846215e-16,9.895537575972667e-7,5.641685955774443e-9
44,2,28.03671900545321,2.3578040991396265,0.0015585938354328735,-0.01438496255631194,-0.012826368720879066,5.569780195175177e-9
45,0,28.000000000442927,2.549999999999999,1.8803838694458896e-11,-4.9960036108132046e-17,1.8803788734422787e-11,5.6416803731317535e-9
45,1,28.000027066998822,2.5499999999999967,0.0000011490397679126893,-1.9984014443252818e-16,0.0000011490397677128492,5.641686855544499e-9
45,2,28.0379617919635,2.3557311747423046,0.0016113391434818478,-0.014552905796967792,-0.012941566653485944,5.5691386049672606e-9
46,0,28.00000000064227,2.55,2.7265733074099963e-11,0,2.7265733074099963e-11,5.641680373179493e-9
46,1,28.000031267045415,2.5499999999999963,0.0000013273388132974823,-2.248201624865942e-16,0.0000013273388130726621,5.641687861451968e-9
46,2,28.039217795067916,2.353683502665138,0.0016646449369413577,-0.014719093593402482,-0.013054448656461125,5.568509984927297e-9
47,0,28.000000000918664,2.55,3.899851361982565e-11,0,3.899851361982565e-11,5.641680373245686e-9
47,1,28.000035942843873,2.5499999999999954,0.0000015258343201559818,-2.997602166487923e-16,0.0000015258343198562215,5.64168898130177e-9
47,2,28.04048685698195,2.3516602617594238,0.0017185045053605234,-0.014883582823125217,-0.013165078317764693,5.567893976628722e-9
48,0,28.000000001297,2.5500000000000003,5.50607519647639e-11,4.9960036108132046e-17,5.506080192480001e-11,5.6416803733363045e-9
48,1,28.000041127740015,2.5499999999999954,0.0000017459418725877807,-2.997602166487923e-16,0.0000017459418722880204,5.641690223080261e-9
48,2,28.041768825013502,2.3496606744639807,0.0017729113544958774,-0.015046427345118041,-0.013273515990622164,5.567290239897674e-9
49,0,28.000000001808726,2.5500000000000007,7.678317617137997e-11,7.494005416219807e-17,7.678325111143414e-11,5.641680373458855e-9
49,1,28.0000468557785,2.549999999999996,0.000001989106723082612,-2.7478019859472625e-16,0.000001989106722807832,5.641691594941187e-9
49,2,28.0430635512957,2.3476840036338116,0.0018278591949609383,-0.015207678219423476,-0.013379819024462537,5.566698451509911e-9
50,0,28.000000002493152,2.55,1.0583879692799281e-10,0,1.0583879692799281e-10,5.641680373622778e-9
50,1,28.00005316164491,2.549999999999995,0.000002256801326415772,-3.247402347028583e-16,0.000002256801326091032,5.6416931051917825e-9
50,2,28.044370892539497,2.3457295496593757,0.0018833419317273179,-0.015367383906611428,-0.01348404197488411,5.566118304006054e-9
51,0,28.000000003398934,2.5499999999999994,1.442913280177982e-10,-2.4980018054066023e-17,1.4429130303778014e-10,5.641680373839713e-9
51,1,28.000060080609458,2.549999999999996,0.000002550522958696781,-2.7478019859472625e-16,0.000002550522958422001,5.641694762279333e-9
51,2,28.045690709803345,2.34379664784457,0.0019393536543404468,-0.015525590449334615,-0.01358623679499417,5.565549504611937e-9
52,0,28.000000004585587,2.5499999999999994,1.9466531251538521e-10,-2.4980018054066023e-17,1.9466528753536715e-10,5.641680374123909e-9
52,1,28.000067648471365,2.549999999999996,0.0000028717913597934436,-2.7478019859472625e-16,0.0000028717913595186635,5.641696574777881e-9
52,2,28.047022868177976,2.3418846661729744,0.001995888623552186,-0.01568234162498552,-0.013686453001433334,5.564991774301109e-9
53,0,28.000000006125475,2.5499999999999994,2.600362850394e-10,-2.4980018054066023e-17,2.6003626005938195e-10,5.64168037449271e-9
53,1,28.000075901507422,2.5499999999999963,0.0000032221465293656715,-2.248201624865942e-16,0.000003222146529140851,5.6416985513757875e-9
53,2,28.048367236897104,2.339993002646882,0.002052941276000915,-0.015837679136011112,-0.013784737860010197,5.56444484674938e-9
54,0,28.000000008105857,2.55,3.441075766344448e-10,0,3.441075766344448e-10,5.641680374967013e-9
54,1,28.000084876418864,2.5499999999999963,0.000003603146491175553,-2.248201624865942e-16,0.000003603146490950733,5.641700700863129e-9
54,2,28.0497236888282,2.338121083769087,0.0021105062026076545,-0.015991642708961796,-0.013881136506354141,5.563908467652022e-9
55,0,28.000000010630984,2.5500000000000003,4.513021466950873e-10,4.9960036108132046e-17,4.513021966551234e-10,5.641680375571771e-9
55,1,28.00009461028228,2.5499999999999967,0.0000040163652093375135,-1.9984014443252818e-16,0.000004016365209137673,5.641703032119944e-9
55,2,28.05109210041383,2.33626836254668,0.0021685781460815783,-0.016144270234762614,-0.013975692088681036,5.563382393918846e-9
56,0,28.0000000138247,2.5500000000000003,5.868827993027459e-10,4.9960036108132046e-17,5.86882849262782e-10,5.641680376336673e-9
56,1,28.000105140501976,2.5499999999999967,0.0000044633905463102586,-1.9984014443252818e-16,0.000004463390546110418,5.641705554104706e-9
56,2,28.052472351506193,2.334434316808041,0.002227151993894035,-0.016295597885248224,-0.014068445891354189,5.56286639297698e-9
57,0,28.00000001783287,2.550000000000001,7.570356667929712e-10,9.992007221626409e-17,7.570357667130434e-10,5.641680377296622e-9
57,1,28.00011650476435,2.549999999999997,0.0000049458223461140705,-1.7486012637846215e-16,0.000004945822345939211,5.641708275843527e-9
57,2,28.053864325213606,2.3326184476543905,0.002286222771761821,-0.016445660220387157,-0.014159437448625335,5.562360242129067e-9
58,0,28.000000022826466,2.550000000000001,9.69022149847898e-10,9.992007221626409e-17,9.690222497679702e-10,5.641680378492582e-9
58,1,28.000128740994228,2.5499999999999967,0.000005465270570977586,-1.9984014443252818e-16,0.000005465270570777745,5.641711206419638e-9
58,2,28.055267907756928,2.3308202780333125,0.0023457856375545512,-0.016594490287061375,-0.014248704649506824,5.561863727961503e-9
59,0,28.000000029004386,2.5500000000000007,1.2312874461337109e-9,7.494005416219807e-17,1.2312875210737651e-9,5.641680379972199e-9
59,1,28.00014188731316,2.5499999999999963,0.000006023353538164855,-2.248201624865942e-16,0.000006023353537940035,5.641714354963445e-9
59,2,28.0566829883346,2.3290393514227565,0.0024058358755626747,-0.0167421197101965,-0.014336283834633824,5.5613766457978615e-9
60,0,28.000000036596706,2.550000000000001,1.5535924543369495e-9,9.992007221626409e-17,1.5535925542570217e-9,5.641680381790541e-9
60,1,28.000155981999825,2.5499999999999963,0.000006621696228598269,-2.248201624865942e-16,0.000006621696228373448,5.641717730643001e-9
60,2,28.05810945899576,2.3272752306152213,0.002466368891112787,-0.016888578776955338,-0.01442220988584255,5.560898799193434e-9
61,0,28.000000045868173,2.550000000000001,1.9471807412990705e-9,9.992007221626409e-17,1.9471808412191425e-9,5.6416803840110405e-9
61,1,28.00017106345233,2.5499999999999967,0.0000072619286973314365,-1.9984014443252818e-16,0.000007261928697131596,5.641721342655029e-9
61,2,28.059582796153805,2.325527529387295,0.0025288901086311516,-0.01703389378585018,-0.01450500367721903,5.560438410357319e-9
62,0,28.00000005712177,2.5500000000000007,2.424917124738135e-9,7.494005416219807e-17,2.4249171996781894e-9,5.641680386706276e-9
62,1,28.000187170152504,2.5499999999999976,0.000007945684542460564,-1.4988010832439614e-16,0.000007945684542310683,5.6417252002162914e-9
62,2,28.06109439850662,2.323795862929167,0.002593034478057146,-0.017178091142579736,-0.014585056664522589,5.559993298468359e-9
63,0,28.000000070702487,2.5500000000000003,3.0014396133412613e-9,4.9960036108132046e-17,3.0014396633012973e-9,5.641680389958832e-9
63,1,28.00020434063206,2.5499999999999967,0.00000867459948757348,-1.9984014443252818e-16,0.00000867459948737364,5.641729312555605e-9
63,2,28.062634878584483,2.322079839534583,0.002658403602276687,-0.01732119804979498,-0.014662794447518293,5.559561093715402e-9
64,0,28.00000008700125,2.5500000000000003,3.693349749298025e-9,4.9960036108132046e-17,3.693349799258061e-9,5.641680393862368e-9
64,1,28.00022261344072,2.5499999999999963,0.000009450310014288803,-2.248201624865942e-16,0.000009450310014063983,5.641733688906119e-9
64,2,28.064200668873546,2.3203790859647335,0.0027248460612498563,-0.017463240388620356,-0.0147383943273705,5.559140807451682e-9
65,0,28.000000106458803,2.55,4.519356200036184e-9,0,4.519356200036184e-9,5.641680398522431e-9
65,1,28.000242027116023,2.5499999999999963,0.000010274452088296707,-2.248201624865942e-16,0.000010274452088071887,5.641738338498138e-9
65,2,28.065789660654893,2.3186932444070205,0.002792272341913915,-0.017604242959154092,-0.014811970617240176,5.558731801542959e-9
66,0,28.000000129570218,2.55,5.500473449111809e-9,0,5.500473449111809e-9,5.6416804040575815e-9
66,1,28.00026262015494,2.549999999999997,0.000011148659948847194,-1.7486012637846215e-16,0.000011148659948672334,5.641743270552298e-9
66,2,28.067400401065573,2.3170219711866853,0.002860620764223395,-0.017744229576523204,-0.01488360881229981,5.5583335982933275e-9
67,0,28.000000156889225,2.5499999999999994,6.660212138742683e-9,-2.4980018054066023e-17,6.6602121137626645e-9,5.641680410600457e-9
67,1,28.000284430987197,2.5499999999999963,0.000012074564978382593,-2.248201624865942e-16,0.000012074564978157774,5.641748494273185e-9
67,2,28.069031800915912,2.3153649358532027,0.0029298450818300743,-0.017883223136638392,-0.014953378054808317,5.557945811096532e-9
68,0,28.00000018903238,2.55,8.024744367271519e-9,0,8.024744367271519e-9,5.641680418298712e-9
68,1,28.000307497950335,2.5499999999999967,0.000013053794645635601,-1.9984014443252818e-16,0.00001305379464543576,5.6417540188433906e-9
68,2,28.070682998167793,2.3137218204128063,0.0029999086884536412,-0.018021245670526303,-0.015021336982072662,5.557568111895578e-9
69,0,28.000000226683834,2.5500000000000003,9.623112398084166e-9,4.9960036108132046e-17,9.623112448044202e-9,5.641680427316194e-9
69,1,28.000331859266208,2.5499999999999967,0.000014087971503826471,-1.9984014443252818e-16,0.000014087971503626631,5.641759853417854e-9
69,2,28.072353284221055,2.3120923186457545,0.0030707814896505786,-0.018158318392264457,-0.015087536902613878,5.557200213505725e-9
70,0,28.00000027060009,2.55,1.1487430689842426e-8,0,1.1487430689842426e-8,5.6416804378340815e-9
70,1,28.000357553019327,2.5499999999999985,0.000015178712275683119,-7.494005416219807e-17,0.000015178712275608179,5.641766007118708e-9
70,2,28.07404206008206,2.3104761354842887,0.0031424380426967654,-0.018294461742457514,-0.015152023699760748,5.556841859017542e-9
71,0,28.00000032161442,2.5500000000000003,1.3653076239017459e-8,4.9960036108132046e-17,1.3653076288977495e-8,5.641680450051962e-9
71,1,28.000384617136987,2.5499999999999994,0.000016327627003578406,-2.4980018054066023e-17,0.000016327627003553425,5.641772489030489e-9
71,2,28.07574880842277,2.3088729864392175,0.003214856370806923,-0.01842969542820765,-0.015214839057400727,5.556492814971598e-9
72,0,28.0000003806419,2.5500000000000007,1.6158892279793946e-8,7.494005416219807e-17,1.6158892354734e-8,5.641680464188975e-9
72,1,28.000413089371893,2.5499999999999985,0.00001753631831988376,-7.494005416219807e-17,0.000017536318319808822,5.641779308196026e-9
72,2,28.07747307480196,2.307282597067841,0.0032880171661938025,-0.018564038460140812,-0.01527602129394701,5.5561528667133276e-9
73,0,28.00000044868409,2.550000000000001,1.9047398662659643e-8,9.992007221626409e-17,1.9047398762579715e-8,5.641680480485005e-9
